name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Flusterstorm,{U},1.0,Instant,"Counter target instant or sorcery spell unless its controller pays {1}.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",n/a,n/a,['U'],['U'],['Storm'],mh3,rare
Foreboding Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Foreboding Landscape: Search your library for a basic Swamp, Forest, or Island card, put it onto the battlefield tapped, then shuffle.
Cycling {B}{G}{U} ({B}{G}{U}, Discard this card: Draw a card.)",n/a,n/a,[],"['B', 'G', 'U']",['Cycling'],mh3,common
Forest,,0.0,Basic Land — Forest,({T}: Add {G}.),n/a,n/a,[],['G'],[],mh3,common
Fowl Strike,{1}{G},2.0,Instant,"Destroy target creature with flying.
Reinforce 2—{2}{G} ({2}{G}, Discard this card: Put two +1/+1 counters on target creature.)",n/a,n/a,['G'],['G'],['Reinforce'],mh3,common
Frogmyr Enforcer,{7},7.0,Artifact Creature — Frog Myr,"Prototype {3}{R} — 2/2 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)
Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)",4,4,[],['R'],"['Affinity', 'Prototype']",mh3,uncommon
Furnace Hellkite,{5}{R}{R},7.0,Artifact Creature — Dragon,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
{R}: Furnace Hellkite gets +1/+0 until end of turn.",5,5,['R'],['R'],"['Flying', 'Affinity']",mh3,uncommon
Galvanic Discharge,{R},1.0,Instant,"Choose target creature or planeswalker. You get {E}{E}{E} (three energy counters), then you may pay any amount of {E}. Galvanic Discharge deals that much damage to that permanent.",n/a,n/a,['R'],['R'],[],mh3,common
"Genku, Future Shaper",{2}{W}{U},4.0,Legendary Creature — Moonfolk Wizard,"Whenever another nontoken permanent you control leaves the battlefield, choose one that hasn't been chosen this turn. Create a creature token with those characteristics.
• 2/2 white Fox with vigilance.
• 1/2 blue Moonfolk with flying.
• 1/1 black Rat with lifelink.
{3}{W}{U}: Put a +1/+1 counter on each creature you control.",2,5,"['U', 'W']","['U', 'W']",[],mh3,rare
Ghostfire Slice,{2}{R},3.0,Instant,"Devoid (This card has no color.)
This spell costs {2} less to cast if an opponent controls a multicolored permanent.
Ghostfire Slice deals 4 damage to any target.",n/a,n/a,[],['R'],['Devoid'],mh3,uncommon
Gift of the Viper,{G},1.0,Instant,"Put a +1/+1 counter, a reach counter, and a deathtouch counter on target creature. Untap it.",n/a,n/a,['G'],['G'],[],mh3,common
Glaring Fleshraker,{2}{C},3.0,Creature — Eldrazi Drone,"Whenever you cast a colorless spell, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Whenever another colorless creature enters the battlefield under your control, Glaring Fleshraker deals 1 damage to each opponent.",2,2,[],[],[],mh3,uncommon
Glasswing Grace // Age-Graced Chapel,n/a,5.0,Enchantment — Aura // Land,n/a,n/a,n/a,n/a,"['B', 'W']",['Enchant'],mh3,uncommon
Glimpse the Impossible,{2}{R},3.0,Sorcery,"Exile the top three cards of your library. You may play those cards this turn. At the beginning of the next end step, if any of those cards remain exiled, put them into your graveyard, then create a 0/1 colorless Eldrazi Spawn creature token for each card put into your graveyard this way. Those tokens have ""Sacrifice this creature: Add {C}.""",n/a,n/a,['R'],['R'],[],mh3,common
Glyph Elemental,{1}{W},2.0,Enchantment Creature — Elemental,"Bestow {1}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Glyph Elemental.
Enchanted creature gets +1/+1 for each +1/+1 counter on Glyph Elemental.",2,2,['W'],['W'],"['Bestow', 'Landfall']",mh3,uncommon
Golden-Tail Trainer,{1}{G}{W},3.0,Creature — Fox Samurai,"Aura and Equipment spells you cast cost {X} less to cast, where X is Golden-Tail Trainer's power.
Whenever Golden-Tail Trainer attacks, other modified creatures you control get +X/+X until end of turn, where X is Golden-Tail Trainer's power. (Equipment, Auras you control, and counters are modifications.)",1,3,"['G', 'W']","['G', 'W']",[],mh3,uncommon
Gravedig,{1}{B},2.0,Sorcery,"Choose one —
• Target player creates a 2/2 black Zombie creature token.
• Return target creature card from your graveyard to your hand.
Entwine {2} (Choose both if you pay the entwine cost.)",n/a,n/a,['B'],['B'],['Entwine'],mh3,common
Grim Servant,{3}{B},4.0,Creature — Zombie Warlock,"Menace
When Grim Servant enters the battlefield, search your library for a card with mana value less than or equal to your devotion to black, reveal it, put it into your hand, then shuffle. You lose 3 life. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",3,2,['B'],['B'],['Menace'],mh3,uncommon
"Grist, Voracious Larva // Grist, the Plague Swarm",n/a,1.0,Legendary Creature — Insect // Legendary Planeswalker — Grist,n/a,n/a,n/a,n/a,"['B', 'G']","['Transform', 'Mill', 'Deathtouch']",mh3,mythic
Guardian of the Forgotten,{3}{W},4.0,Creature — Elephant Warrior,"Vigilance
Whenever a modified creature you control dies, manifest the top card of your library. (Equipment, Auras you control, and counters are modifications. To manifest a card, put the top card of your library onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",4,4,['W'],['W'],"['Vigilance', 'Manifest']",mh3,uncommon
Guide of Souls,{W},1.0,Creature — Human Cleric,"Whenever another creature enters the battlefield under your control, you gain 1 life and get {E} (an energy counter).
Whenever you attack, you may pay {E}{E}{E}. When you do, put two +1/+1 counters and a flying counter on target attacking creature. It becomes an Angel in addition to its other types.",1,2,['W'],['W'],[],mh3,rare
Harbinger of the Seas,{1}{U}{U},3.0,Creature — Merfolk Wizard,Nonbasic lands are Islands.,2,2,['U'],['U'],[],mh3,rare
"Herigast, Erupting Nullkite",{9},9.0,Legendary Creature — Eldrazi Dragon,"Emerge {6}{R}{R} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, you may exile your hand. If you do, draw three cards.
Flying
Each creature spell you cast has emerge. The emerge cost is equal to its mana cost.",6,6,[],['R'],"['Flying', 'Emerge']",mh3,mythic
Hexgold Slith,{1}{W},2.0,Creature — Slith,"When Hexgold Slith enters the battlefield, you get {E}{E} (two energy counters).
Whenever Hexgold Slith attacks, you may pay {E}{E}. If you do, it gains first strike until end of turn.
Whenever Hexgold Slith deals combat damage to a player, put a +1/+1 counter on it.",2,1,['W'],['W'],[],mh3,common
Hope-Ender Coatl,{2}{U},3.0,Creature — Eldrazi Snake,"Devoid (This card has no color.)
Flash
When you cast this spell, counter target spell an opponent controls unless they pay {1}.
Flying",2,2,[],['U'],"['Flying', 'Devoid', 'Flash']",mh3,uncommon
Horrid Shadowspinner,{1}{U}{B},3.0,Creature — Horror,"Lifelink
Whenever Horrid Shadowspinner attacks, you may draw cards equal to its power. If you do, discard that many cards.",2,3,"['B', 'U']","['B', 'U']",['Lifelink'],mh3,uncommon
Horrific Assault,{G},1.0,Sorcery,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. If you control an Eldrazi, you gain 3 life.",n/a,n/a,['G'],['G'],[],mh3,common
Hydra Trainer,{1}{G},2.0,Creature — Human Warrior,"You may exert Hydra Trainer as it attacks. When you do, target creature gets +X/+X until end of turn, where X is the number of counters on permanents you control. (An exerted creature won't untap during your next untap step.)
{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)",1,1,['G'],['G'],"['Adapt', 'Exert']",mh3,uncommon
Hydroelectric Specimen // Hydroelectric Laboratory,n/a,3.0,Creature — Weird // Land,n/a,n/a,n/a,n/a,['U'],['Flash'],mh3,uncommon
Idol of False Gods,{2},2.0,Kindred Artifact — Eldrazi,"{1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""
Whenever another Eldrazi you control dies, put a +1/+1 counter on Idol of False Gods.
As long as Idol of False Gods has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.",n/a,n/a,[],[],[],mh3,uncommon
Imskir Iron-Eater,{6}{B}{R},8.0,Legendary Creature — Demon,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When Imskir Iron-Eater enters the battlefield, you draw X cards and you lose X life, where X is half the number of artifacts you control, rounded down.
{3}{R}, Sacrifice an artifact: Imskir deals damage equal to the sacrificed artifact's mana value to any target.",5,5,"['B', 'R']","['B', 'R']",['Affinity'],mh3,rare
Indebted Spirit,{W},1.0,Enchantment Creature — Spirit,"Bestow {2}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Afterlife 1 (When this permanent is put into a graveyard from the battlefield, create a 1/1 white and black Spirit creature token with flying.)
Enchanted creature gets +1/+1 and has afterlife 1.",1,1,['W'],['W'],"['Afterlife', 'Bestow']",mh3,uncommon
Infernal Captor,{3}{R},4.0,Creature — Devil Rogue,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Infernal Captor exploits a creature, gain control of target artifact or creature until end of turn. Untap that permanent. It gains haste until end of turn.",3,3,['R'],['R'],['Exploit'],mh3,common
Inspired Inventor,{2}{W},3.0,Creature — Human Artificer,"When Inspired Inventor enters the battlefield, choose one —
• You get {E}{E}{E} (three energy counters).
• Put a +1/+1 counter on target creature.
• Create a 1/1 colorless Servo artifact creature token.",2,2,['W'],['W'],[],mh3,common
Inventor's Axe,{R},1.0,Artifact — Equipment,"Flash
When Inventor's Axe enters the battlefield, you get {E}{E} (two energy counters).
When Inventor's Axe enters the battlefield, attach it to target creature you control.
Equipped creature gets +2/+0.
Equip—Pay {E}{E}.",n/a,n/a,['R'],['R'],"['Equip', 'Flash']",mh3,common
Invert Polarity,{U}{U}{R},3.0,Instant,"Choose target spell, then flip a coin. If you win the flip, gain control of that spell and you may choose new targets for it. If you lose the flip, counter that spell.",n/a,n/a,"['R', 'U']","['R', 'U']",[],mh3,rare
Island,,0.0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],mh3,common
It That Heralds the End,{1}{C},2.0,Creature — Eldrazi Drone,"Colorless spells you cast with mana value 7 or greater cost {1} less to cast.
Other colorless creatures you control get +1/+1.",2,2,[],[],[],mh3,uncommon
Izzet Generatorium,{U}{R},2.0,Artifact,"If you would get one or more {E} (energy counters), you get that many plus one {E} instead.
{T}: Draw a card. Activate only if you've paid or lost four or more {E} this turn.",n/a,n/a,"['R', 'U']","['R', 'U']",[],mh3,uncommon
Jet Medallion,{2},2.0,Artifact,Black spells you cast cost {1} less to cast.,n/a,n/a,[],[],[],mh3,rare
Jolted Awake,{W},1.0,Sorcery,"Choose up to one target artifact or creature card in your graveyard. You get {E}{E} (two energy counters). Then you may pay an amount of {E} equal to that card's mana value. If you do, return it from your graveyard to the battlefield.
Cycling {2} ({2}, Discard this card: Draw a card.)",n/a,n/a,['W'],['W'],['Cycling'],mh3,common
Junk Diver,{3},3.0,Artifact Creature — Bird,"Flying
When Junk Diver dies, return another target artifact card from your graveyard to your hand.",1,1,[],[],['Flying'],mh3,uncommon
Kaalia of the Vast,{1}{R}{W}{B},4.0,Legendary Creature — Human Cleric,"Flying
Whenever Kaalia of the Vast attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.",2,2,"['B', 'R', 'W']","['B', 'R', 'W']",['Flying'],mh3,mythic
Kami of Jealous Thirst,{2}{B},3.0,Creature — Spirit,"Deathtouch
{4}{B}: Each opponent loses 2 life and you gain 2 life. This ability costs {4}{B} less to activate if you've drawn three or more cards this turn. Activate only once each turn.",1,3,['B'],['B'],['Deathtouch'],mh3,common
Kappa Cannoneer,{5}{U},6.0,Artifact Creature — Turtle Warrior,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Ward {4}
Whenever Kappa Cannoneer or another artifact enters the battlefield under your control, put a +1/+1 counter on Kappa Cannoneer and it can't be blocked this turn.",4,4,['U'],['U'],"['Improvise', 'Ward']",mh3,rare
Kozilek's Command,{X}{C}{C},2.0,Kindred Instant — Eldrazi,"Choose two —
• Target player creates X 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
• Target player scries X, then draws a card.
• Exile target creature with mana value X or less.
• Exile up to X target cards from graveyards.",n/a,n/a,[],[],[],mh3,rare
Kozilek's Unsealing,{2}{U},3.0,Enchantment,"Devoid (This card has no color.)
Whenever you cast a creature spell with mana value 4, 5, or 6, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Whenever you cast a creature spell with mana value 7 or greater, draw three cards.",n/a,n/a,[],['U'],['Devoid'],mh3,uncommon
"Kozilek, the Broken Reality",{9},9.0,Legendary Creature — Eldrazi,"When you cast this spell, up to two target players each manifest two cards from their hands. For each card manifested this way, you draw a card. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Other colorless creatures you control get +3/+2.",9,9,[],[],['Manifest'],mh3,mythic
"K'rrik, Son of Yawgmoth",{4}{B/P}{B/P}{B/P},7.0,Legendary Creature — Phyrexian Horror Minion,"({B/P} can be paid with either {B} or 2 life.)
Lifelink
For each {B} in a cost, you may pay 2 life rather than pay that mana.
Whenever you cast a black spell, put a +1/+1 counter on K'rrik, Son of Yawgmoth.",2,2,['B'],['B'],['Lifelink'],mh3,rare
"Kudo, King Among Bears",{G}{W},2.0,Legendary Creature — Bear,Other creatures have base power and toughness 2/2 and are Bears in addition to their other types.,2,2,"['G', 'W']","['G', 'W']",[],mh3,rare
"Laelia, the Blade Reforged",{2}{R},3.0,Legendary Creature — Spirit Warrior,"Haste
Whenever Laelia, the Blade Reforged attacks, exile the top card of your library. You may play that card this turn.
Whenever one or more cards are put into exile from your library and/or your graveyard, put a +1/+1 counter on Laelia.",2,2,['R'],['R'],['Haste'],mh3,rare
Legion Leadership // Legion Stronghold,n/a,2.0,Instant // Land,n/a,n/a,n/a,n/a,"['R', 'W']",[],mh3,uncommon
Lethal Throwdown,{B},1.0,Sorcery,"As an additional cost to cast this spell, sacrifice a creature or sacrifice a modified creature. (Equipment, Auras you control, and counters are modifications.)
Destroy target creature or planeswalker. If the modified creature was sacrificed, draw a card.",n/a,n/a,['B'],['B'],[],mh3,uncommon
Lion Umbra,{G}{G},2.0,Enchantment — Aura,"Enchant modified creature (Equipment, Auras its controller controls, and counters are modifications.)
Enchanted creature gets +3/+3 and has vigilance and reach.
Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)",n/a,n/a,['G'],['G'],"['Umbra armor', 'Enchant']",mh3,uncommon
Malevolent Rumble,{1}{G},2.0,Sorcery,"Reveal the top four cards of your library. You may put a permanent card from among them into your hand. Put the rest into your graveyard. Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",n/a,n/a,['G'],['G'],[],mh3,common
Mandibular Kite,{W},1.0,Artifact — Equipment,"Living weapon (When this Equipment enters the battlefield, create a 0/0 black Phyrexian Germ creature token, then attach this to it.)
Equipped creature gets +1/+1 and has flying.
Equip {3}{W}",n/a,n/a,['W'],['W'],"['Equip', 'Living weapon']",mh3,common
Marionette Apprentice,{1}{B},2.0,Creature — Human Artificer,"Fabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)
Whenever another creature or artifact you control is put into a graveyard from the battlefield, each opponent loses 1 life.",1,2,['B'],['B'],['Fabricate'],mh3,uncommon
Meltdown,{X}{R},1.0,Sorcery,Destroy each artifact with mana value X or less.,n/a,n/a,['R'],['R'],[],mh3,uncommon
Metastatic Evangel,{1}{W},2.0,Creature — Phyrexian Human Cleric,"Whenever another nontoken creature enters the battlefield under your control, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",3,1,['W'],['W'],['Proliferate'],mh3,uncommon
Meteoric Mace,{4}{R}{R},6.0,Artifact — Equipment,"Equipped creature gets +4/+0 and has trample.
Equip {4}
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",n/a,n/a,['R'],['R'],"['Equip', 'Cascade']",mh3,uncommon
Mindless Conscription,{2}{B},3.0,Enchantment,"When Mindless Conscription enters the battlefield and whenever you draw your third card each turn, amass Zombies 3. (Put three +1/+1 counters on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",n/a,n/a,['B'],['B'],['Amass'],mh3,uncommon
Mogg Mob,{R}{R}{R},3.0,Creature — Goblin,"Sacrifice Mogg Mob: It deals 3 damage divided as you choose among one, two, or three targets.",3,3,['R'],['R'],[],mh3,uncommon
Molten Gatekeeper,{2}{R},3.0,Artifact Creature — Golem,"Whenever another creature enters the battlefield under your control, Molten Gatekeeper deals 1 damage to each opponent.
Unearth {R} ({R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",2,3,['R'],['R'],['Unearth'],mh3,common
Monstrous Vortex,{3}{G},4.0,Enchantment,"Whenever you cast a creature spell with power 5 or greater, discover X, where X is that spell's mana value. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",n/a,n/a,['G'],['G'],['Discover'],mh3,uncommon
Monumental Henge,,0.0,Land,"Monumental Henge enters the battlefield tapped unless you control a Plains.
{T}: Add {W}.
{2}{W}{W}, {T}: Look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)",n/a,n/a,[],['W'],[],mh3,rare
Mountain,,0.0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],mh3,common
Muster the Departed,{2}{W},3.0,Enchantment,"When Muster the Departed enters the battlefield, create a 1/1 white Spirit creature token with flying.
Morbid — At the beginning of your end step, if a creature died this turn, populate. (Create a token that's a copy of a creature token you control.)",n/a,n/a,['W'],['W'],"['Populate', 'Morbid']",mh3,uncommon
Nadier's Nightblade,{2}{B},3.0,Creature — Elf Warrior,"Whenever a token you control leaves the battlefield, each opponent loses 1 life and you gain 1 life.",1,3,['B'],['B'],[],mh3,uncommon
"Nadu, Winged Wisdom",{1}{G}{U},3.0,Legendary Creature — Bird Wizard,"Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability, reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand. This ability triggers only twice each turn.""",3,4,"['G', 'U']","['G', 'U']",['Flying'],mh3,rare
Necrodominance,{B}{B}{B},3.0,Legendary Enchantment,"Skip your draw step.
At the beginning of your end step, you may pay any amount of life. If you do, draw that many cards.
Your maximum hand size is five.
If a card or token would be put into your graveyard from anywhere, exile it instead.",n/a,n/a,['B'],['B'],[],mh3,mythic
Nesting Grounds,,0.0,Land,"{T}: Add {C}.
{1}, {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.",n/a,n/a,[],[],[],mh3,uncommon
Nethergoyf,{B},1.0,Creature — Lhurgoyf,"Nethergoyf's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.
Escape—{2}{B}, Exile any number of other cards from your graveyard with four or more card types among them. (You may cast this card from your graveyard for its escape cost.)",*,1+*,['B'],['B'],['Escape'],mh3,mythic
Nightshade Dryad,{1}{G},2.0,Creature — Dryad,"Deathtouch
{T}: Add {C}.
{T}: Add one mana of any color.",1,2,['G'],['G'],['Deathtouch'],mh3,common
Nulldrifter,{7},7.0,Creature — Eldrazi Elemental,"When you cast this spell, draw two cards.
Flying
Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",4,4,[],['U'],"['Flying', 'Annihilator', 'Evoke']",mh3,rare
Null Elemental Blast,{C},1.0,Instant,"Choose one —
• Counter target multicolored spell.
• Destroy target multicolored permanent.",n/a,n/a,[],[],[],mh3,uncommon
Nyxborn Hydra,{X}{G},1.0,Enchantment Creature — Hydra,"Bestow {X}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Reach, trample
Nyxborn Hydra enters the battlefield with X +1/+1 counters on it.
Enchanted creature gets +1/+1 for each +1/+1 counter on Nyxborn Hydra and has reach and trample.",0,1,['G'],['G'],"['Reach', 'Trample', 'Bestow']",mh3,common
Nyxborn Unicorn,{1}{W},2.0,Enchantment Creature — Unicorn,"Bestow {3}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Enchanted creature gets +2/+2 and has mentor.",2,2,['W'],['W'],"['Mentor', 'Bestow']",mh3,common
Obstinate Gargoyle,{1}{W}{B},3.0,Artifact Creature — Gargoyle,"Obstinate Gargoyle has flying as long as it's modified. (Equipment, Auras you control, and counters are modifications.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",2,2,"['B', 'W']","['B', 'W']",['Persist'],mh3,common
Ocelot Pride,{W},1.0,Creature — Cat,"First strike, lifelink
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
At the beginning of your end step, if you gained life this turn, create a 1/1 white Cat creature token. Then if you have the city's blessing, for each token you control that entered the battlefield this turn, create a token that's a copy of it.",1,1,['W'],['W'],"['Lifelink', 'Ascend', 'First strike']",mh3,mythic
Ondu Knotmaster // Throw a Line,{2}{W}{B} // {W}{B},4.0,Creature — Kor Rogue // Sorcery — Adventure,n/a,2,2,"['B', 'W']","['B', 'W']",['Lifelink'],mh3,uncommon
Ophiomancer,{2}{B},3.0,Creature — Human Shaman,"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.",2,2,['B'],['B'],[],mh3,rare
Orim's Chant,{W},1.0,Instant,"Kicker {W} (You may pay an additional {W} as you cast this spell.)
Target player can't cast spells this turn. If this spell was kicked, creatures can't attack this turn.",n/a,n/a,['W'],['W'],['Kicker'],mh3,rare
Party Thrasher,{1}{R},2.0,Creature — Lizard Wizard,"Noncreature spells you cast from exile have convoke. (Each creature you tap while casting a noncreature spell from exile pays for {1} or one mana of that creature's color.)
At the beginning of your precombat main phase, you may discard a card. If you do, exile the top two cards of your library, then choose one of them. You may play that card this turn.",1,4,['R'],['R'],[],mh3,rare
Path of Annihilation,{3}{G},4.0,Enchantment,"Devoid (This card has no color.)
When Path of Annihilation enters the battlefield, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this creature: Add {C}.""
Eldrazi you control have ""{T}: Add one mana of any color.""
Whenever you cast a creature spell with mana value 7 or greater, you gain 4 life.",n/a,n/a,[],['G'],['Devoid'],mh3,uncommon
"Pearl-Ear, Imperial Advisor",{1}{W}{W},3.0,Legendary Creature — Fox Advisor,"Lifelink
Enchantment spells you cast have affinity for Auras. (They cost {1} less to cast for each Aura you control.)
Whenever you cast an Aura spell that targets a modified permanent you control, draw a card. (Equipment, Auras you control, and counters are modifications.)",3,4,['W'],['W'],['Lifelink'],mh3,rare
Pearl Medallion,{2},2.0,Artifact,White spells you cast cost {1} less to cast.,n/a,n/a,[],[],[],mh3,rare
Perilous Landscape,,0.0,Land,"{T}: Add {C}.
{T}, Sacrifice Perilous Landscape: Search your library for a basic Island, Mountain, or Plains card, put it onto the battlefield tapped, then shuffle.
Cycling {U}{R}{W} ({U}{R}{W}, Discard this card: Draw a card.)",n/a,n/a,[],"['R', 'U', 'W']",['Cycling'],mh3,common
Petrifying Meddler,{4}{U},5.0,Creature — Eldrazi,"Devoid (This card has no color.)
When you cast this spell, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Reach",4,5,[],['U'],"['Reach', 'Devoid']",mh3,common
"Phelia, Exuberant Shepherd",{1}{W},2.0,Legendary Creature — Dog,"Flash
Whenever Phelia, Exuberant Shepherd attacks, exile up to one other target nonland permanent. At the beginning of the next end step, return that card to the battlefield under its owner's control. If it entered under your control, put a +1/+1 counter on Phelia.",2,2,['W'],['W'],['Flash'],mh3,rare
"Phlage, Titan of Fire's Fury",{1}{R}{W},3.0,Legendary Creature — Elder Giant,"When Phlage enters the battlefield, sacrifice it unless it escaped.
Whenever Phlage enters the battlefield or attacks, it deals 3 damage to any target and you gain 3 life.
Escape—{R}{R}{W}{W}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",6,6,"['R', 'W']","['R', 'W']",['Escape'],mh3,mythic
Phyrexian Ironworks,{2}{R},3.0,Artifact,"Whenever you attack, you get {E} (an energy counter).
{T}, Pay {E}{E}{E}: Create a 3/3 colorless Phyrexian Golem artifact creature token. Activate only as a sorcery.",n/a,n/a,['R'],['R'],[],mh3,uncommon
Phyrexian Tower,,0.0,Legendary Land,"{T}: Add {C}.
{T}, Sacrifice a creature: Add {B}{B}.",n/a,n/a,[],['B'],[],mh3,mythic
Pinnacle Monk // Mystic Peak,n/a,5.0,Creature — Djinn Monk // Land,n/a,n/a,n/a,n/a,['R'],['Prowess'],mh3,uncommon
Plains,,0.0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],mh3,common
Planar Genesis,{G}{U},2.0,Instant,"Look at the top four cards of your library. You may put a land card from among them onto the battlefield tapped. If you don't, put a card from among them into your hand. Put the rest on the bottom of your library in a random order.",n/a,n/a,"['G', 'U']","['G', 'U']",[],mh3,uncommon
Polluted Delta,,0.0,Land,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",n/a,n/a,[],[],[],mh3,rare
Powerbalance,{R}{R},2.0,Enchantment,"Whenever an opponent casts a spell, you may reveal the top card of your library. If you do, you may cast that card without paying its mana cost if the two spells have the same mana value.",n/a,n/a,['R'],['R'],[],mh3,rare
Priest of Titania,{1}{G},2.0,Creature — Elf Druid,{T}: Add {G} for each Elf on the battlefield.,1,1,['G'],['G'],[],mh3,uncommon
Primal Prayers,{2}{G}{G},4.0,Enchantment,"When Primal Prayers enters the battlefield, you get {E}{E} (two energy counters).
You may cast creature spells with mana value 3 or less by paying {E} rather than paying their mana costs. If you cast a spell this way, you may cast it as though it had flash.",n/a,n/a,['G'],['G'],[],mh3,rare
Propagator Drone,{1}{G},2.0,Creature — Eldrazi Drone,"Devoid (This card has no color.)
Creature tokens you control have evolve. (They have ""Whenever a creature enters the battlefield under your control, if it has greater power or toughness than this token, put a +1/+1 counter on this token."" They see this creature enter.)
{3}{G}: Create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this creature: Add {C}.""",2,2,[],['G'],['Devoid'],mh3,uncommon
Proud Pack-Rhino,{2}{W},3.0,Creature — Rhino,"When Proud Pack-Rhino enters the battlefield, choose one —
• Put a shield counter on target permanent. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)
• Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",3,3,['W'],['W'],['Proliferate'],mh3,uncommon
Psychic Frog,{U}{B},2.0,Creature — Frog,"Whenever Psychic Frog deals combat damage to a player or planeswalker, draw a card.
Discard a card: Put a +1/+1 counter on Psychic Frog.
Exile three cards from your graveyard: Psychic Frog gains flying until end of turn.",1,2,"['B', 'U']","['B', 'U']",[],mh3,rare
Pyretic Rebirth,{2}{B}{R},4.0,Instant,Return target artifact or creature card from your graveyard to your hand. Pyretic Rebirth deals damage equal to that card's mana value to up to one target creature or planeswalker.,n/a,n/a,"['B', 'R']","['B', 'R']",[],mh3,uncommon
