name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Hoarder's Overflow,{1}{R},2.0,Enchantment,"When Hoarder's Overflow enters and whenever you expend 4, put a stash counter on it. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{1}{R}, Sacrifice Hoarder's Overflow: Discard your hand, then draw cards equal to the number of stash counters on Hoarder's Overflow.",n/a,n/a,['R'],['R'],[],blb,uncommon
Honored Dreyleader,{2}{G},3.0,Creature — Squirrel Warrior,"Trample
When Honored Dreyleader enters, put a +1/+1 counter on it for each other Squirrel and/or Food you control.
Whenever another Squirrel or Food you control enters, put a +1/+1 counter on Honored Dreyleader.",1,1,['G'],['G'],['Trample'],blb,uncommon
Hop to It,{2}{W},3.0,Sorcery,Create three 1/1 white Rabbit creature tokens.,n/a,n/a,['W'],['W'],[],blb,uncommon
"Hugs, Grisly Guardian",{X}{R}{R}{G}{G},4.0,Legendary Creature — Badger Warrior,"Trample
When Hugs, Grisly Guardian enters, exile the top X cards of your library. Until the end of your next turn, you may play those cards.
You may play an additional land on each of your turns.",5,5,"['G', 'R']","['G', 'R']",['Trample'],blb,mythic
Hunter's Talent,{1}{G},2.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
When Hunter's Talent enters, target creature you control deals damage equal to its power to target creature you don't control.
{1}{G}: Level 2
Whenever you attack, target attacking creature gets +1/+0 and gains trample until end of turn.
{3}{G}: Level 3
At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.",n/a,n/a,['G'],['G'],[],blb,uncommon
Huskburster Swarm,{7}{B},8.0,Creature — Elemental Insect,"This spell costs {1} less to cast for each creature card you own in exile and in your graveyard.
Menace, deathtouch",6,6,['B'],['B'],"['Menace', 'Deathtouch']",blb,uncommon
Innkeeper's Talent,{1}{G},2.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
At the beginning of combat on your turn, put a +1/+1 counter on target creature you control.
{G}: Level 2
Permanents you control with counters on them have ward {1}.
{3}{G}: Level 3
If you would put one or more counters on a permanent or player, put twice that many of each of those kinds of counters on that permanent or player instead.",n/a,n/a,['G'],['G'],[],blb,rare
Into the Flood Maw,{U},1.0,Instant,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Return target creature an opponent controls to its owner's hand. If the gift was promised, instead return target nonland permanent an opponent controls to its owner's hand.",n/a,n/a,['U'],['U'],['Gift'],blb,uncommon
Intrepid Rabbit,{2}{W},3.0,Creature — Rabbit Soldier,"Offspring {1} (You may pay an additional {1} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target creature you control gets +1/+1 until end of turn.",3,2,['W'],['W'],[],blb,common
Iridescent Vinelasher,{B},1.0,Creature — Lizard Assassin,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Landfall — Whenever a land you control enters, this creature deals 1 damage to target opponent.",1,2,['B'],['B'],['Landfall'],blb,rare
Island,,0.0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],blb,common
Jackdaw Savior,{2}{W},3.0,Creature — Bird Cleric,"Flying
Whenever Jackdaw Savior or another creature you control with flying dies, return another target creature card with lesser mana value from your graveyard to the battlefield.",3,1,['W'],['W'],['Flying'],blb,rare
Jolly Gerbils,{1}{W},2.0,Creature — Hamster Citizen,"Whenever you give a gift, draw a card.",2,3,['W'],['W'],[],blb,uncommon
Junkblade Bruiser,{3}{R/G}{R/G},5.0,Creature — Raccoon Berserker,"Trample
Whenever you expend 4, Junkblade Bruiser gets +2/+1 until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",4,5,"['G', 'R']","['G', 'R']",['Trample'],blb,common
"Kastral, the Windcrested",{3}{W}{U},5.0,Legendary Creature — Bird Scout,"Flying
Whenever one or more Birds you control deal combat damage to a player, choose one —
• You may put a Bird creature card from your hand or graveyard onto the battlefield with a finality counter on it.
• Put a +1/+1 counter on each Bird you control.
• Draw a card.",4,5,"['U', 'W']","['U', 'W']",['Flying'],blb,rare
Keen-Eyed Curator,{G}{G},2.0,Creature — Raccoon Scout,"As long as there are four or more card types among cards exiled with Keen-Eyed Curator, it gets +4/+4 and has trample.
{1}: Exile target card from a graveyard.",3,3,['G'],['G'],[],blb,rare
Kindlespark Duo,{2}{R},3.0,Creature — Lizard Otter,"{T}: Kindlespark Duo deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap Kindlespark Duo.",1,3,['R'],['R'],[],blb,common
Kitnap,{2}{U}{U},4.0,Enchantment — Aura,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)
Enchant creature
When Kitnap enters, tap enchanted creature. If the gift wasn't promised, put three stun counters on it.
You control enchanted creature.",n/a,n/a,['U'],['U'],"['Gift', 'Enchant']",blb,rare
"Kitsa, Otterball Elite",{1}{U},2.0,Legendary Creature — Otter Wizard,"Vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{T}: Draw a card, then discard a card.
{2}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if Kitsa's power is 3 or greater.",1,3,['U'],['U'],"['Prowess', 'Vigilance']",blb,mythic
Knightfisher,{3}{U}{U},5.0,Creature — Bird Knight,"Flying
Whenever another nontoken Bird you control enters, create a 1/1 blue Fish creature token.",4,5,['U'],['U'],['Flying'],blb,uncommon
Lifecreed Duo,{1}{W},2.0,Creature — Bat Bird,"Flying
Whenever another creature you control enters, you gain 1 life.",1,2,['W'],['W'],['Flying'],blb,common
Lightshell Duo,{3}{U},4.0,Creature — Rat Otter,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Lightshell Duo enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,['U'],['U'],"['Surveil', 'Prowess']",blb,common
Lilypad Village,,0.0,Land,"{T}: Add {C}.
{T}: Add {U}. Spend this mana only to cast a creature spell.
{U}, {T}: Surveil 2. Activate only if a Bird, Frog, Otter, or Rat entered the battlefield under your control this turn.",n/a,n/a,[],['U'],['Surveil'],blb,uncommon
Lilysplash Mentor,{2}{G}{U},4.0,Creature — Frog Druid,"Reach
{1}{G}{U}: Exile another target creature you control, then return it to the battlefield under its owner's control with a +1/+1 counter on it. Activate only as a sorcery.",4,4,"['G', 'U']","['G', 'U']",['Reach'],blb,uncommon
Long River Lurker,{2}{U},3.0,Creature — Frog Scout,"Ward {1}
Other Frogs you control have ward {1}.
When Long River Lurker enters, target creature you control can't be blocked this turn. Whenever that creature deals combat damage this turn, you may exile it. If you do, return it to the battlefield under its owner's control.",2,3,['U'],['U'],['Ward'],blb,uncommon
Long River's Pull,{U}{U},2.0,Instant,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Counter target creature spell. If the gift was promised, instead counter target spell.",n/a,n/a,['U'],['U'],['Gift'],blb,uncommon
Longstalk Brawl,{G},1.0,Sorcery,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Choose target creature you control and target creature you don't control. Put a +1/+1 counter on the creature you control if the gift was promised. Then those creatures fight each other.",n/a,n/a,['G'],['G'],"['Gift', 'Fight']",blb,common
"Lumra, Bellow of the Woods",{4}{G}{G},6.0,Legendary Creature — Elemental Bear,"Vigilance, reach
Lumra, Bellow of the Woods's power and toughness are each equal to the number of lands you control.
When Lumra enters, mill four cards. Then return all land cards from your graveyard to the battlefield tapped.",*,*,['G'],['G'],"['Reach', 'Vigilance', 'Mill']",blb,mythic
Lunar Convocation,{W}{B},2.0,Enchantment,"At the beginning of your end step, if you gained life this turn, each opponent loses 1 life.
At the beginning of your end step, if you gained and lost life this turn, create a 1/1 black Bat creature token with flying.
{1}{B}, Pay 2 life: Draw a card.",n/a,n/a,"['B', 'W']","['B', 'W']",[],blb,rare
Lupinflower Village,,0.0,Land,"{T}: Add {C}.
{T}: Add {W}. Spend this mana only to cast a creature spell.
{1}{W}, {T}, Sacrifice Lupinflower Village: Look at the top six cards of your library. You may reveal a Bat, Bird, Mouse, or Rabbit card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",n/a,n/a,[],['W'],[],blb,uncommon
"Mabel, Heir to Cragflame",{1}{R}{W},3.0,Legendary Creature — Mouse Soldier,"Other Mice you control get +1/+1.
When Mabel, Heir to Cragflame enters, create Cragflame, a legendary colorless Equipment artifact token with ""Equipped creature gets +1/+1 and has vigilance, trample, and haste"" and equip {2}.",3,3,"['R', 'W']","['R', 'W']",[],blb,rare
Mabel's Mettle,{1}{W},2.0,Instant,Target creature gets +2/+2 until end of turn. Up to one other target creature gets +1/+1 until end of turn.,n/a,n/a,['W'],['W'],[],blb,uncommon
"Maha, Its Feathers Night",{3}{B}{B},5.0,Legendary Creature — Elemental Bird,"Flying, trample
Ward—Discard a card.
Creatures your opponents control have base toughness 1.",6,5,['B'],['B'],"['Flying', 'Trample', 'Ward']",blb,mythic
Manifold Mouse,{1}{R},2.0,Creature — Mouse Soldier,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
At the beginning of combat on your turn, target Mouse you control gains your choice of double strike or trample until end of turn.",1,2,['R'],['R'],[],blb,rare
Might of the Meek,{R},1.0,Instant,"Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse.
Draw a card.",n/a,n/a,['R'],['R'],[],blb,common
Mind Drill Assailant,{2}{U/B}{U/B},4.0,Creature — Rat Warlock,"Threshold — As long as seven or more cards are in your graveyard, Mind Drill Assailant gets +3/+0.
{2}{U/B}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,5,"['B', 'U']","['B', 'U']","['Surveil', 'Threshold']",blb,common
Mind Spiral,{4}{U},5.0,Sorcery,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Target player draws three cards. If the gift was promised, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",n/a,n/a,['U'],['U'],['Gift'],blb,common
Mind Spring,{X}{U}{U},2.0,Sorcery,Draw X cards.,n/a,n/a,['U'],['U'],[],blb,rare
Mindwhisker,{2}{U},3.0,Creature — Rat Wizard,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Threshold — As long as seven or more cards are in your graveyard, creatures your opponents control get -1/-0.",3,2,['U'],['U'],"['Surveil', 'Threshold']",blb,uncommon
Mistbreath Elder,{G},1.0,Creature — Frog Warrior,"At the beginning of your upkeep, return another creature you control to its owner's hand. If you do, put a +1/+1 counter on Mistbreath Elder. Otherwise, you may return Mistbreath Elder to its owner's hand.",2,2,['G'],['G'],[],blb,rare
Mockingbird,{X}{U},1.0,Creature — Bird Bard,"Flying
You may have Mockingbird enter the battlefield as a copy of any creature on the battlefield with mana value less than or equal to the mana spent to cast Mockingbird, except it is a Bird in addition to its other types and has flying.",1,1,['U'],['U'],['Flying'],blb,rare
Moonrise Cleric,{1}{W/B}{W/B},3.0,Creature — Bat Cleric,"Flying
Whenever Moonrise Cleric attacks, you gain 1 life.",2,3,"['B', 'W']","['B', 'W']",['Flying'],blb,common
Moonstone Harbinger,{2}{B},3.0,Creature — Bat Warrior,"Flying, deathtouch
Whenever you gain or lose life during your turn, Bats you control get +1/+0 and gain deathtouch until end of turn. This ability triggers only once each turn.",1,3,['B'],['B'],"['Deathtouch', 'Flying']",blb,uncommon
Mountain,,0.0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],blb,common
Mouse Trapper,{2}{W},3.0,Creature — Mouse Soldier,"Flash
Valiant — Whenever Mouse Trapper becomes the target of a spell or ability you control for the first time each turn, tap target creature an opponent controls.",3,2,['W'],['W'],"['Valiant', 'Flash']",blb,uncommon
Mudflat Village,,0.0,Land,"{T}: Add {C}.
{T}: Add {B}. Spend this mana only to cast a creature spell.
{1}{B}, {T}, Sacrifice Mudflat Village: Return target Bat, Lizard, Rat, or Squirrel card from your graveyard to your hand.",n/a,n/a,[],['B'],[],blb,uncommon
"Muerra, Trash Tactician",{1}{R}{G},3.0,Legendary Creature — Raccoon Warrior,"At the beginning of your first main phase, add {R} or {G} for each Raccoon you control.
Whenever you expend 4, you gain 3 life. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
Whenever you expend 8, exile the top two cards of your library. Until the end of your next turn, you may play those cards.",2,4,"['G', 'R']","['G', 'R']",[],blb,rare
Nettle Guard,{1}{W},2.0,Creature — Mouse Soldier,"Valiant — Whenever Nettle Guard becomes the target of a spell or ability you control for the first time each turn, it gets +0/+2 until end of turn.
{1}, Sacrifice Nettle Guard: Destroy target artifact or enchantment.",3,1,['W'],['W'],['Valiant'],blb,common
Nightwhorl Hermit,{2}{U},3.0,Creature — Rat Rogue,"Vigilance
Threshold — As long as seven or more cards are in your graveyard, Nightwhorl Hermit gets +1/+0 and can't be blocked.",1,4,['U'],['U'],"['Vigilance', 'Threshold']",blb,common
Nocturnal Hunger,{2}{B},3.0,Instant,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Destroy target creature. If the gift wasn't promised, you lose 2 life.",n/a,n/a,['B'],['B'],"['Gift', 'Food']",blb,common
Oakhollow Village,,0.0,Land,"{T}: Add {C}.
{T}: Add {G}. Spend this mana only to cast a creature spell.
{G}, {T}: Put a +1/+1 counter on each Frog, Rabbit, Raccoon, or Squirrel you control that entered the battlefield this turn.",n/a,n/a,[],['G'],[],blb,uncommon
Osteomancer Adept,{1}{B},2.0,Creature — Squirrel Warlock,"Deathtouch
{T}: Until end of turn, you may cast creature spells from your graveyard by foraging in addition to paying their other costs. If you cast a spell this way, that creature enters with a finality counter on it. (To forage, exile three cards from your graveyard or sacrifice a Food. If a creature with a finality counter on it would die, exile it instead.)",2,2,['B'],['B'],['Deathtouch'],blb,rare
Otterball Antics,{1}{U},2.0,Sorcery,"Create a 1/1 blue and red Otter creature token with prowess. If this spell was cast from anywhere other than your hand, put a +1/+1 counter on that creature. (Whenever you cast a noncreature spell, a creature with prowess gets +1/+1 until end of turn.)
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['U'],['U'],['Flashback'],blb,uncommon
Overprotect,{1}{G},2.0,Instant,"Target creature you control gets +3/+3 and gains trample, hexproof, and indestructible until end of turn.",n/a,n/a,['G'],['G'],[],blb,uncommon
Parting Gust,{W}{W},2.0,Instant,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Exile target nontoken creature. If the gift wasn't promised, return that creature to the battlefield under its owner's control with a +1/+1 counter on it at the beginning of the next end step.",n/a,n/a,['W'],['W'],['Gift'],blb,uncommon
Patchwork Banner,{3},3.0,Artifact,"As Patchwork Banner enters, choose a creature type.
Creatures you control of the chosen type get +1/+1.
{T}: Add one mana of any color.",n/a,n/a,[],[],[],blb,uncommon
Pawpatch Formation,{1}{G},2.0,Instant,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.
• Draw a card. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",n/a,n/a,['G'],['G'],['Food'],blb,uncommon
Pawpatch Recruit,{G},1.0,Creature — Rabbit Warrior,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Trample
Whenever a creature you control becomes the target of a spell or ability an opponent controls, put a +1/+1 counter on target creature you control other than that creature.",2,1,['G'],['G'],['Trample'],blb,rare
Pearl of Wisdom,{2}{U},3.0,Sorcery,"This spell costs {1} less to cast if you control an Otter.
Draw two cards.",n/a,n/a,['U'],['U'],[],blb,common
Peerless Recycling,{1}{G},2.0,Instant,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return target permanent card from your graveyard to your hand. If the gift was promised, instead return two target permanent cards from your graveyard to your hand.",n/a,n/a,['G'],['G'],['Gift'],blb,uncommon
Persistent Marshstalker,{1}{B},2.0,Creature — Rat Berserker,"Persistent Marshstalker gets +1/+0 for each other Rat you control.
Threshold — Whenever you attack with one or more Rats, if seven or more cards are in your graveyard, you may pay {2}{B}. If you do, return Persistent Marshstalker from your graveyard to the battlefield tapped and attacking.",3,1,['B'],['B'],['Threshold'],blb,uncommon
Pileated Provisioner,{4}{W},5.0,Creature — Bird Scout,"Flying
When Pileated Provisioner enters, put a +1/+1 counter on target creature you control without flying.",3,4,['W'],['W'],['Flying'],blb,common
Plains,,0.0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],blb,common
Playful Shove,{1}{R},2.0,Sorcery,"Playful Shove deals 1 damage to any target.
Draw a card.",n/a,n/a,['R'],['R'],[],blb,uncommon
Plumecreed Escort,{1}{U},2.0,Creature — Bird Scout,"Flash
Flying
When Plumecreed Escort enters, target creature you control gains hexproof until end of turn.",2,1,['U'],['U'],"['Flying', 'Flash']",blb,uncommon
Plumecreed Mentor,{1}{W}{U},3.0,Creature — Bird Scout,"Flying
Whenever Plumecreed Mentor or another creature you control with flying enters, put a +1/+1 counter on target creature you control without flying.",2,3,"['U', 'W']","['U', 'W']",['Flying'],blb,uncommon
Polliwallop,{3}{G},4.0,Instant,"This spell costs {1} less to cast for each Frog you control.
Target creature you control deals damage equal to twice its power to target creature you don't control.",n/a,n/a,['G'],['G'],[],blb,common
Pond Prophet,{G/U}{G/U},2.0,Creature — Frog Advisor,"When Pond Prophet enters, draw a card.",1,1,"['G', 'U']","['G', 'U']",[],blb,common
Portent of Calamity,{X}{U},1.0,Sorcery,"Reveal the top X cards of your library. For each card type, you may exile a card of that type from among them. Put the rest into your graveyard. You may cast a spell from among the exiled cards without paying its mana cost if you exiled four or more cards this way. Then put the rest of the exiled cards into your hand.",n/a,n/a,['U'],['U'],[],blb,rare
Psychic Whorl,{2}{B},3.0,Sorcery,"Target opponent discards two cards. Then if you control a Rat, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",n/a,n/a,['B'],['B'],['Surveil'],blb,common
Quaketusk Boar,{3}{R}{R},5.0,Creature — Elemental Boar,"Reach, trample, haste",5,5,['R'],['R'],"['Reach', 'Haste', 'Trample']",blb,uncommon
Rabbit Response,{2}{W}{W},4.0,Instant,"Creatures you control get +2/+1 until end of turn. If you control a Rabbit, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",n/a,n/a,['W'],['W'],['Scry'],blb,common
Rabid Bite,{1}{G},2.0,Sorcery,Target creature you control deals damage equal to its power to target creature you don't control.,n/a,n/a,['G'],['G'],[],blb,common
Rabid Gnaw,{1}{R},2.0,Instant,Target creature you control gets +1/+0 until end of turn. Then it deals damage equal to its power to target creature you don't control.,n/a,n/a,['R'],['R'],[],blb,uncommon
Raccoon Rallier,{1}{R},2.0,Creature — Raccoon Bard,{T}: Target creature you control gains haste until end of turn. Activate only as a sorcery.,2,2,['R'],['R'],[],blb,common
"Ral, Crackling Wit",{2}{U}{R},4.0,Legendary Planeswalker — Ral,"Whenever you cast a noncreature spell, put a loyalty counter on Ral, Crackling Wit.
+1: Create a 1/1 blue and red Otter creature token with prowess.
−3: Draw three cards, then discard two cards.
−10: Draw three cards. You get an emblem with ""Instant and sorcery spells you cast have storm."" (Whenever you cast an instant or sorcery spell, copy it for each spell cast before it this turn.)",n/a,n/a,"['R', 'U']","['R', 'U']",[],blb,mythic
Ravine Raider,{B},1.0,Creature — Lizard Rogue,"Menace (This creature can't be blocked except by two or more creatures.)
{1}{B}: Ravine Raider gets +1/+1 until end of turn.",1,1,['B'],['B'],['Menace'],blb,common
Repel Calamity,{1}{W},2.0,Instant,Destroy target creature with power or toughness 4 or greater.,n/a,n/a,['W'],['W'],[],blb,uncommon
Reptilian Recruiter,{3}{R}{R},5.0,Creature — Lizard Warrior,"Trample
When Reptilian Recruiter enters, choose target creature. If that creature's power is 2 or less or if you control another Lizard, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.",4,2,['R'],['R'],['Trample'],blb,uncommon
Rockface Village,,0.0,Land,"{T}: Add {C}.
{T}: Add {R}. Spend this mana only to cast a creature spell.
{R}, {T}: Target Lizard, Mouse, Otter, or Raccoon you control gets +1/+0 and gains haste until end of turn. Activate only as a sorcery.",n/a,n/a,[],['R'],[],blb,uncommon
Rottenmouth Viper,{5}{B},6.0,Creature — Elemental Snake,"As an additional cost to cast this spell, you may sacrifice any number of nonland permanents. This spell costs {1} less to cast for each permanent sacrificed this way.
Whenever Rottenmouth Viper enters or attacks, put a blight counter on it. Then for each blight counter on it, each opponent loses 4 life unless that player sacrifices a nonland permanent or discards a card.",6,6,['B'],['B'],[],blb,mythic
Roughshod Duo,{2}{R},3.0,Creature — Mouse Raccoon,"Trample
Whenever you expend 4, target creature you control gets +1/+1 and gains trample until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,2,['R'],['R'],['Trample'],blb,common
Run Away Together,{1}{U},2.0,Instant,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,n/a,n/a,['U'],['U'],[],blb,common
Rust-Shield Rampager,{3}{G},4.0,Creature — Raccoon Warrior,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
This creature can't be blocked by creatures with power 2 or less.",4,4,['G'],['G'],[],blb,common
Ruthless Negotiation,{B},1.0,Sorcery,"Target opponent exiles a card from their hand. If this spell was cast from a graveyard, draw a card.
Flashback {4}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,['B'],['B'],['Flashback'],blb,uncommon
Salvation Swan,{3}{W},4.0,Creature — Bird Cleric,"Flash
Flying
Whenever Salvation Swan or another Bird you control enters, exile up to one target creature you control without flying. Return it to the battlefield under its owner's control with a flying counter on it at the beginning of the next end step.",3,3,['W'],['W'],"['Flying', 'Flash']",blb,rare
Savor,{1}{B},2.0,Instant,"Target creature gets -2/-2 until end of turn. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",n/a,n/a,['B'],['B'],['Food'],blb,common
Sazacap's Brew,{1}{R},2.0,Instant,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
As an additional cost to cast this spell, discard a card.
Target player draws two cards. If the gift was promised, target creature you control gets +2/+0 until end of turn.",n/a,n/a,['R'],['R'],['Gift'],blb,common
Scales of Shale,{2}{B},3.0,Instant,"This spell costs {1} less to cast for each Lizard you control.
Target creature gets +2/+0 and gains lifelink and indestructible until end of turn.",n/a,n/a,['B'],['B'],[],blb,common
Scavenger's Talent,{B},1.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
Whenever one or more creatures you control die, create a Food token. This ability triggers only once each turn.
{1}{B}: Level 2
Whenever you sacrifice a permanent, target player mills two cards.
{2}{B}: Level 3
At the beginning of your end step, you may sacrifice three other nonland permanents. If you do, return a creature card from your graveyard to the battlefield with a finality counter on it.",n/a,n/a,['B'],['B'],"['Food', 'Mill']",blb,rare
Scrapshooter,{1}{G}{G},3.0,Creature — Raccoon Archer,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)
Reach
When Scrapshooter enters, if the gift was promised, destroy target artifact or enchantment an opponent controls.",4,4,['G'],['G'],"['Reach', 'Gift']",blb,rare
Seasoned Warrenguard,{W},1.0,Creature — Rabbit Warrior,"Whenever Seasoned Warrenguard attacks while you control a token, Seasoned Warrenguard gets +2/+0 until end of turn.",1,2,['W'],['W'],[],blb,uncommon
Season of Gathering,{4}{G}{G},6.0,Sorcery,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Put a +1/+1 counter on a creature you control. It gains vigilance and trample until end of turn.
{P}{P} — Choose artifact or enchantment. Destroy all permanents of the chosen type.
{P}{P}{P} — Draw cards equal to the greatest power among creatures you control.",n/a,n/a,['G'],['G'],[],blb,mythic
Season of Loss,{3}{B}{B},5.0,Sorcery,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Each player sacrifices a creature.
{P}{P} — Draw a card for each creature you controlled that died this turn.
{P}{P}{P} — Each opponent loses X life, where X is the number of creature cards in your graveyard.",n/a,n/a,['B'],['B'],[],blb,mythic
Season of the Bold,{3}{R}{R},5.0,Sorcery,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Create a tapped Treasure token.
{P}{P} — Exile the top two cards of your library. Until the end of your next turn, you may play them.
{P}{P}{P} — Until the end of your next turn, whenever you cast a spell, Season of the Bold deals 2 damage to up to one target creature.",n/a,n/a,['R'],['R'],['Treasure'],blb,mythic
Season of the Burrow,{3}{W}{W},5.0,Sorcery,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Create a 1/1 white Rabbit creature token.
{P}{P} — Exile target nonland permanent. Its controller draws a card.
{P}{P}{P} — Return target permanent card with mana value 3 or less from your graveyard to the battlefield with an indestructible counter on it.",n/a,n/a,['W'],['W'],[],blb,mythic
Season of Weaving,{4}{U}{U},6.0,Sorcery,"Choose up to five {P} worth of modes. You may choose the same mode more than once.
{P} — Draw a card.
{P}{P} — Choose an artifact or creature you control. Create a token that's a copy of it.
{P}{P}{P} — Return each nonland, nontoken permanent to its owner's hand.",n/a,n/a,['U'],['U'],[],blb,mythic
Seedglaive Mentor,{1}{R}{W},3.0,Creature — Mouse Soldier,"Vigilance, haste
Valiant — Whenever Seedglaive Mentor becomes the target of a spell or ability you control for the first time each turn, put a +1/+1 counter on it.",3,2,"['R', 'W']","['R', 'W']","['Vigilance', 'Valiant', 'Haste']",blb,uncommon
Seedpod Squire,{3}{W/U},4.0,Creature — Bird Scout,"Flying
Whenever Seedpod Squire attacks, target creature you control without flying gets +1/+1 until end of turn.",3,3,"['U', 'W']","['U', 'W']",['Flying'],blb,common
Serra Redeemer,{3}{W}{W},5.0,Creature — Angel Soldier,"Flying
Whenever another creature with power 2 or less enters the battlefield under your control, put two +1/+1 counters on that creature.",2,4,['W'],['W'],['Flying'],blb,rare
Shoreline Looter,{1}{U},2.0,Creature — Rat Rogue,"Shoreline Looter can't be blocked.
Threshold — Whenever Shoreline Looter deals combat damage to a player, draw a card. Then discard a card unless seven or more cards are in your graveyard.",1,1,['U'],['U'],['Threshold'],blb,uncommon
Shore Up,{U},1.0,Instant,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),n/a,n/a,['U'],['U'],[],blb,common
Short Bow,{2},2.0,Artifact — Equipment,"Equipped creature gets +1/+1 and has vigilance and reach.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],blb,uncommon
Shrike Force,{2}{W},3.0,Creature — Bird Knight,"Flying, double strike, vigilance",1,3,['W'],['W'],"['Flying', 'Vigilance', 'Double strike']",blb,uncommon
Sinister Monolith,{3}{B},4.0,Artifact,"At the beginning of combat on your turn, each opponent loses 1 life and you gain 1 life.
{T}, Pay 2 life, Sacrifice Sinister Monolith: Draw two cards. Activate only as a sorcery.",n/a,n/a,['B'],['B'],[],blb,uncommon
Skyskipper Duo,{4}{U},5.0,Creature — Bird Frog,"Flying
When Skyskipper Duo enters, exile up to one other target creature you control. Return it to the battlefield under its owner's control at the beginning of the next end step.",3,3,['U'],['U'],['Flying'],blb,common
