name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Impossible Inferno,{4}{R},5,Instant,"Impossible Inferno deals 6 damage to target creature.
Delirium — If there are four or more card types among cards in your graveyard, exile the top card of your library. You may play it until the end of your next turn.",n/a,n/a,['R'],['R'],['Delirium'],dsk,common
Infernal Phantom,{3}{R},4,Creature — Spirit,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, Infernal Phantom gets +2/+0 until end of turn.
When Infernal Phantom dies, it deals damage equal to its power to any target.",2,3,['R'],['R'],['Eerie'],dsk,uncommon
Innocuous Rat,{1}{B},2,Creature — Rat,"When Innocuous Rat dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",1,1,['B'],['B'],"['Manifest', 'Manifest dread']",dsk,common
Inquisitive Glimmer,{W}{U},2,Enchantment Creature — Fox Glimmer,"Enchantment spells you cast cost {1} less to cast.
Unlock costs you pay cost {1} less.",2,3,"['U', 'W']","['U', 'W']",[],dsk,uncommon
Insidious Fungus,{G},1,Creature — Fungus,"{2}, Sacrifice Insidious Fungus: Choose one —
• Destroy target artifact.
• Destroy target enchantment.
• Draw a card. Then you may put a land card from your hand onto the battlefield tapped.",1,2,['G'],['G'],[],dsk,uncommon
Intruding Soulrager,{U}{R},2,Creature — Spirit,"Vigilance
{T}, Sacrifice a Room: Intruding Soulrager deals 2 damage to each opponent. Draw a card.",2,2,"['R', 'U']","['R', 'U']",['Vigilance'],dsk,uncommon
Irreverent Gremlin,{1}{R},2,Creature — Gremlin,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever another creature you control with power 2 or less enters, you may discard a card. If you do, draw a card. Do this only once each turn.",2,2,['R'],['R'],['Menace'],dsk,uncommon
Island,,0,Basic Land — Island,({T}: Add {U}.),n/a,n/a,[],['U'],[],dsk,common
Jump Scare,{W},1,Instant,"Until end of turn, target creature gets +2/+2, gains flying, and becomes a Horror enchantment creature in addition to its other types.",n/a,n/a,['W'],['W'],[],dsk,common
"Kaito, Bane of Nightmares",{2}{U}{B},4,Legendary Planeswalker — Kaito,"Ninjutsu {1}{U}{B} ({1}{U}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
During your turn, as long as Kaito has one or more loyalty counters on him, he's a 3/4 Ninja creature and has hexproof.
+1: You get an emblem with ""Ninjas you control get +1/+1.""
0: Surveil 2. Then draw a card for each opponent who lost life this turn.
−2: Tap target creature. Put two stun counters on it.",n/a,n/a,"['B', 'U']","['B', 'U']","['Surveil', 'Ninjutsu']",dsk,mythic
Keys to the House,{1},1,Artifact,"{1}, {T}, Sacrifice Keys to the House: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{3}, {T}, Sacrifice Keys to the House: Lock or unlock a door of target Room you control. Activate only as a sorcery.",n/a,n/a,[],[],[],dsk,uncommon
Killer's Mask,{2}{B},3,Artifact — Equipment,"When Killer's Mask enters, manifest dread, then attach Killer's Mask to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
Equipped creature has menace.
Equip {2}",n/a,n/a,['B'],['B'],"['Manifest', 'Manifest dread', 'Equip']",dsk,uncommon
"Kona, Rescue Beastie",{3}{G},4,Legendary Creature — Beast Survivor,"Survival — At the beginning of your second main phase, if Kona, Rescue Beastie is tapped, you may put a permanent card from your hand onto the battlefield.",4,3,['G'],['G'],['Survival'],dsk,rare
Lakeside Shack,,0,Land,"Lakeside Shack enters tapped unless a player has 13 or less life.
{T}: Add {G} or {U}.",n/a,n/a,[],"['G', 'U']",[],dsk,common
Let's Play a Game,{3}{B},4,Sorcery,"Delirium — Choose one. If there are four or more card types among cards in your graveyard, choose one or more instead.
• Creatures your opponents control get -1/-1 until end of turn.
• Each opponent discards two cards.
• Each opponent loses 3 life and you gain 3 life.",n/a,n/a,['B'],['B'],['Delirium'],dsk,uncommon
Leyline of Hope,{2}{W}{W},4,Enchantment,"If Leyline of Hope is in your opening hand, you may begin the game with it on the battlefield.
If you would gain life, you gain that much life plus 1 instead.
As long as you have at least 7 life more than your starting life total, creatures you control get +2/+2.",n/a,n/a,['W'],['W'],[],dsk,rare
Leyline of Mutation,{2}{G}{G},4,Enchantment,"If Leyline of Mutation is in your opening hand, you may begin the game with it on the battlefield.
You may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells that you cast.",n/a,n/a,['G'],"['B', 'G', 'R', 'U', 'W']",[],dsk,rare
Leyline of Resonance,{2}{R}{R},4,Enchantment,"If Leyline of Resonance is in your opening hand, you may begin the game with it on the battlefield.
Whenever you cast an instant or sorcery spell that targets only a single creature you control, copy that spell. You may choose new targets for the copy.",n/a,n/a,['R'],['R'],[],dsk,rare
Leyline of the Void,{2}{B}{B},4,Enchantment,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead.",n/a,n/a,['B'],['B'],[],dsk,rare
Leyline of Transformation,{2}{U}{U},4,Enchantment,"If Leyline of Transformation is in your opening hand, you may begin the game with it on the battlefield.
As Leyline of Transformation enters, choose a creature type.
Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.",n/a,n/a,['U'],['U'],[],dsk,rare
Lionheart Glimmer,{3}{W}{W},5,Enchantment Creature — Cat Glimmer,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Whenever you attack, creatures you control get +1/+1 until end of turn.",2,5,['W'],['W'],['Ward'],dsk,uncommon
Live or Die,{3}{B}{B},5,Instant,"Choose one —
• Return target creature card from your graveyard to the battlefield.
• Destroy target creature.",n/a,n/a,['B'],['B'],[],dsk,uncommon
Living Phone,{2}{W},3,Artifact Creature — Toy,"When Living Phone dies, look at the top five cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",2,1,['W'],['W'],[],dsk,common
Malevolent Chandelier,{6},6,Artifact Creature — Construct,"Flying
{2}: Put target card from a graveyard on the bottom of its owner's library. Activate only as a sorcery.",4,4,[],[],['Flying'],dsk,common
Manifest Dread,{1}{G},2,Sorcery,Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),n/a,n/a,['G'],['G'],"['Manifest', 'Manifest dread']",dsk,common
Marina Vendrell,{W}{U}{B}{R}{G},5,Legendary Creature — Human Warlock,"When Marina Vendrell enters, reveal the top seven cards of your library. Put all enchantment cards from among them into your hand and the rest on the bottom of your library in a random order.
{T}: Lock or unlock a door of target Room you control. Activate only as a sorcery.",3,5,"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']",[],dsk,rare
Marina Vendrell's Grimoire,{5}{U},6,Legendary Artifact,"When Marina Vendrell's Grimoire enters, if you cast it, draw five cards.
You have no maximum hand size and don't lose the game for having 0 or less life.
Whenever you gain life, draw that many cards.
Whenever you lose life, discard that many cards. Then if you have no cards in hand, you lose the game.",n/a,n/a,['U'],['U'],[],dsk,rare
"Marvin, Murderous Mimic",{2},2,Legendary Artifact Creature — Toy,"Marvin, Murderous Mimic has all activated abilities of creatures you control that don't have the same name as this creature.",2,2,[],[],[],dsk,rare
Meathook Massacre II,{X}{X}{B}{B}{B}{B},4,Legendary Enchantment,"When Meathook Massacre II enters, each player sacrifices X creatures.
Whenever a creature you control dies, you may pay 3 life. If you do, return that card under your control with a finality counter on it.
Whenever a creature an opponent controls dies, they may pay 3 life. If they don't, return that card under your control with a finality counter on it.",n/a,n/a,['B'],['B'],[],dsk,mythic
Meat Locker // Drowned Diner,{2}{U} // {3}{U}{U},8,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['U'],['U'],[],dsk,common
Miasma Demon,{4}{B}{B},6,Creature — Demon,"Flying
When Miasma Demon enters, you may discard any number of cards. When you do, up to that many target creatures each get -2/-2 until end of turn.",5,4,['B'],['B'],['Flying'],dsk,uncommon
Midnight Mayhem,{2}{R}{W},4,Sorcery,"Create three 1/1 red Gremlin creature tokens. Gremlins you control gain menace, lifelink, and haste until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",n/a,n/a,"['R', 'W']","['R', 'W']",[],dsk,uncommon
Mirror Room // Fractured Realm,{2}{U} // {5}{U}{U},10,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['U'],['U'],[],dsk,mythic
Moldering Gym // Weight Room,{2}{G} // {5}{G},9,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['G'],['G'],"['Manifest', 'Manifest dread']",dsk,common
Monstrous Emergence,{1}{G},2,Sorcery,"As an additional cost to cast this spell, choose a creature you control or reveal a creature card from your hand.
Monstrous Emergence deals damage equal to the power of the creature you chose or the card you revealed to target creature.",n/a,n/a,['G'],['G'],[],dsk,common
Most Valuable Slayer,{3}{R},4,Creature — Human Warrior,"Whenever you attack, target attacking creature gets +1/+0 and gains first strike until end of turn.",2,4,['R'],['R'],[],dsk,common
Mountain,,0,Basic Land — Mountain,({T}: Add {R}.),n/a,n/a,[],['R'],[],dsk,common
Murder,{1}{B}{B},3,Instant,Destroy target creature.,n/a,n/a,['B'],['B'],[],dsk,common
Murky Sewer,,0,Land,"Murky Sewer enters tapped unless a player has 13 or less life.
{T}: Add {U} or {B}.",n/a,n/a,[],"['B', 'U']",[],dsk,common
"Nashi, Searcher in the Dark",{U}{B},2,Legendary Creature — Rat Ninja Wizard,"Menace
Whenever Nashi, Searcher in the Dark deals combat damage to a player, you mill that many cards. You may put any number of legendary and/or enchantment cards from among them into your hand. If you put no cards into your hand this way, put a +1/+1 counter on Nashi.",2,2,"['B', 'U']","['B', 'U']","['Menace', 'Mill']",dsk,rare
Neglected Manor,,0,Land,"Neglected Manor enters tapped unless a player has 13 or less life.
{T}: Add {W} or {B}.",n/a,n/a,[],"['B', 'W']",[],dsk,common
"Niko, Light of Hope",{2}{W}{U},4,Legendary Creature — Human Wizard,"When Niko, Light of Hope enters, create two Shard tokens. (They're enchantments with ""{2}, Sacrifice this enchantment: Scry 1, then draw a card."")
{2}, {T}: Exile target nonlegendary creature you control. Shards you control become copies of it until the beginning of the next end step. Return it to the battlefield under its owner's control at the beginning of the next end step.",3,4,"['U', 'W']","['U', 'W']",['Scry'],dsk,mythic
"Norin, Swift Survivalist",{R},1,Legendary Creature — Human Coward,"Norin, Swift Survivalist can't block.
Whenever a creature you control becomes blocked, you may exile it. You may play that card from exile this turn.",2,1,['R'],['R'],[],dsk,uncommon
Nowhere to Run,{1}{B},2,Enchantment,"Flash
When Nowhere to Run enters, target creature an opponent controls gets -3/-3 until end of turn.
Creatures your opponents control can be the targets of spells and abilities as though they didn't have hexproof. Ward abilities of those creatures don't trigger.",n/a,n/a,['B'],['B'],['Flash'],dsk,uncommon
Oblivious Bookworm,{G}{U},2,Creature — Human Wizard,"At the beginning of your end step, you may draw a card. If you do, discard a card unless a permanent entered the battlefield face down under your control this turn or you turned a permanent face up this turn.",2,3,"['G', 'U']","['G', 'U']",[],dsk,uncommon
Omnivorous Flytrap,{2}{G},3,Creature — Plant,"Delirium — Whenever Omnivorous Flytrap enters or attacks, if there are four or more card types among cards in your graveyard, distribute two +1/+1 counters among one or two target creatures. Then if there are six or more card types among cards in your graveyard, double the number of +1/+1 counters on those creatures.",2,4,['G'],['G'],['Delirium'],dsk,rare
Optimistic Scavenger,{W},1,Creature — Human Scout,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, put a +1/+1 counter on target creature.",1,1,['W'],['W'],['Eerie'],dsk,uncommon
Orphans of the Wheat,{1}{W},2,Creature — Human,"Whenever Orphans of the Wheat attacks, tap any number of untapped creatures you control. Orphans of the Wheat gets +1/+1 until end of turn for each creature tapped this way.",2,1,['W'],['W'],[],dsk,uncommon
Osseous Sticktwister,{1}{B},2,Artifact Creature — Scarecrow,"Lifelink
Delirium — At the beginning of your end step, if there are four or more card types among cards in your graveyard, each opponent may sacrifice a nonland permanent or discard a card. Then Osseous Sticktwister deals damage equal to its power to each opponent who didn't sacrifice a permanent or discard a card this way.",2,2,['B'],['B'],"['Delirium', 'Lifelink']",dsk,uncommon
Overgrown Zealot,{1}{G},2,Creature — Elf Druid,"{T}: Add one mana of any color.
{T}: Add two mana of any one color. Spend this mana only to turn permanents face up.",0,4,['G'],['G'],[],dsk,uncommon
Overlord of the Balemurk,{3}{B}{B},5,Enchantment Creature — Avatar Horror,"Impending 5—{1}{B} (If you cast this spell for its impending cost, it enters with five time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever Overlord of the Balemurk enters or attacks, mill four cards, then you may return a non-Avatar creature card or a planeswalker card from your graveyard to your hand.",5,5,['B'],['B'],['Mill'],dsk,mythic
Overlord of the Boilerbilges,{4}{R}{R},6,Enchantment Creature — Avatar Horror,"Impending 4—{2}{R}{R} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever Overlord of the Boilerbilges enters or attacks, it deals 4 damage to any target.",5,5,['R'],['R'],[],dsk,mythic
Overlord of the Floodpits,{3}{U}{U},5,Enchantment Creature — Avatar Horror,"Impending 4—{1}{U}{U} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Flying
Whenever Overlord of the Floodpits enters or attacks, draw two cards, then discard a card.",5,3,['U'],['U'],['Flying'],dsk,mythic
Overlord of the Hauntwoods,{3}{G}{G},5,Enchantment Creature — Avatar Horror,"Impending 4—{1}{G}{G} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever Overlord of the Hauntwoods enters or attacks, create a tapped colorless land token named Everywhere that is every basic land type.",6,5,['G'],['G'],[],dsk,mythic
Overlord of the Mistmoors,{5}{W}{W},7,Enchantment Creature — Avatar Horror,"Impending 4—{2}{W}{W} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever Overlord of the Mistmoors enters or attacks, create two 2/1 white Insect creature tokens with flying.",6,6,['W'],['W'],[],dsk,mythic
Painter's Studio // Defaced Gallery,{2}{R} // {1}{R},5,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['R'],['R'],[],dsk,uncommon
Paranormal Analyst,{1}{U},2,Creature — Human Detective,"Whenever you manifest dread, put a card you put into your graveyard this way into your hand.",1,3,['U'],['U'],"['Manifest', 'Manifest dread']",dsk,uncommon
Patched Plaything,{2}{W},3,Artifact Creature — Toy,"Double strike
Patched Plaything enters with two -1/-1 counters on it if you cast it from your hand.",4,3,['W'],['W'],['Double strike'],dsk,uncommon
Patchwork Beastie,{G},1,Artifact Creature — Beast,"Delirium — Patchwork Beastie can't attack or block unless there are four or more card types among cards in your graveyard.
At the beginning of your upkeep, you may mill a card. (You may put the top card of your library into your graveyard.)",3,3,['G'],['G'],"['Delirium', 'Mill']",dsk,uncommon
Peculiar Lighthouse,,0,Land,"Peculiar Lighthouse enters tapped unless a player has 13 or less life.
{T}: Add {U} or {R}.",n/a,n/a,[],"['R', 'U']",[],dsk,common
Peer Past the Veil,{2}{R}{G},4,Instant,"Discard your hand. Then draw X cards, where X is the number of card types among cards in your graveyard.",n/a,n/a,"['G', 'R']","['G', 'R']",[],dsk,rare
Piggy Bank,{1}{R},2,Artifact Creature — Boar Toy,"When Piggy Bank dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,2,['R'],['R'],['Treasure'],dsk,uncommon
Piranha Fly,{1}{U},2,Creature — Fish Insect,"Flying
Piranha Fly enters tapped.",2,1,['U'],['U'],['Flying'],dsk,common
Plains,,0,Basic Land — Plains,({T}: Add {W}.),n/a,n/a,[],['W'],[],dsk,common
Popular Egotist,{2}{B},3,Creature — Human Rogue,"{1}{B}, Sacrifice another creature or enchantment: Popular Egotist gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)
Whenever you sacrifice a permanent, target opponent loses 1 life and you gain 1 life.",3,2,['B'],['B'],[],dsk,uncommon
Possessed Goat,{W},1,Creature — Goat,"{3}, Discard a card: Put three +1/+1 counters on Possessed Goat and it becomes a black Demon in addition to its other colors and types. Activate only once.",1,1,['W'],['W'],[],dsk,common
Pyroclasm,{1}{R},2,Sorcery,Pyroclasm deals 2 damage to each creature.,n/a,n/a,['R'],['R'],[],dsk,uncommon
Ragged Playmate,{1}{R},2,Artifact Creature — Toy,"{1}, {T}: Target creature with power 2 or less can't be blocked this turn.",2,2,['R'],['R'],[],dsk,common
Rampaging Soulrager,{2}{R},3,Creature — Spirit,Rampaging Soulrager gets +3/+0 as long as there are two or more unlocked doors among Rooms you control.,1,4,['R'],['R'],[],dsk,common
Raucous Carnival,,0,Land,"Raucous Carnival enters tapped unless a player has 13 or less life.
{T}: Add {R} or {W}.",n/a,n/a,[],"['R', 'W']",[],dsk,common
Razorkin Hordecaller,{4}{R},5,Creature — Human Clown Berserker,"Haste
Whenever you attack, create a 1/1 red Gremlin creature token.",4,4,['R'],['R'],['Haste'],dsk,uncommon
Razorkin Needlehead,{R}{R},2,Creature — Human Assassin,"Razorkin Needlehead has first strike during your turn.
Whenever an opponent draws a card, Razorkin Needlehead deals 1 damage to them.",2,2,['R'],['R'],[],dsk,rare
Razortrap Gorge,,0,Land,"Razortrap Gorge enters tapped unless a player has 13 or less life.
{T}: Add {B} or {R}.",n/a,n/a,[],"['B', 'R']",[],dsk,common
Reluctant Role Model,{1}{W},2,Creature — Human Survivor,"Survival — At the beginning of your second main phase, if Reluctant Role Model is tapped, put a flying, lifelink, or +1/+1 counter on it.
Whenever Reluctant Role Model or another creature you control dies, if it had counters on it, put those counters on up to one target creature.",2,2,['W'],['W'],['Survival'],dsk,rare
Restricted Office // Lecture Hall,{2}{W}{W} // {5}{U}{U},11,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,"['U', 'W']","['U', 'W']",[],dsk,rare
Resurrected Cultist,{2}{B},3,Creature — Human Cleric,"Delirium — {2}{B}{B}: Return Resurrected Cultist from your graveyard to the battlefield with a finality counter on it. Activate only if there are four or more card types among cards in your graveyard and only as a sorcery. (If a creature with a finality counter on it would die, exile it instead.)",4,1,['B'],['B'],['Delirium'],dsk,common
Ripchain Razorkin,{3}{R},4,Creature — Human Berserker,"Reach
{2}{R}, Sacrifice a land: Draw a card.",5,3,['R'],['R'],['Reach'],dsk,common
"Rip, Spawn Hunter",{2}{G}{W},4,Legendary Creature — Human Survivor,"Survival — At the beginning of your second main phase, if Rip, Spawn Hunter is tapped, reveal the top X cards of your library, where X is its power. Put any number of creature and/or Vehicle cards with different powers from among them into your hand. Put the rest on the bottom of your library in a random order.",4,4,"['G', 'W']","['G', 'W']",['Survival'],dsk,rare
Rite of the Moth,{1}{W}{B}{B},4,Sorcery,"Return target creature card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)
Flashback {3}{W}{W}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",n/a,n/a,"['B', 'W']","['B', 'W']",['Flashback'],dsk,uncommon
Roaring Furnace // Steaming Sauna,{1}{R} // {3}{U}{U},7,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,"['R', 'U']","['R', 'U']",[],dsk,rare
Rootwise Survivor,{3}{G}{G},5,Creature — Human Survivor,"Haste
Survival — At the beginning of your second main phase, if Rootwise Survivor is tapped, put three +1/+1 counters on up to one target land you control. That land becomes a 0/0 Elemental creature in addition to its other types. It gains haste until your next turn.",3,4,['G'],['G'],"['Haste', 'Survival']",dsk,uncommon
Savior of the Small,{3}{W},4,Creature — Kor Survivor,"Survival — At the beginning of your second main phase, if Savior of the Small is tapped, return target creature card with mana value 3 or less from your graveyard to your hand.",3,4,['W'],['W'],['Survival'],dsk,uncommon
Saw,{2},2,Artifact — Equipment,"Equipped creature gets +2/+0.
Whenever equipped creature attacks, you may sacrifice a permanent other than that creature or Saw. If you do, draw a card.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],dsk,uncommon
Sawblade Skinripper,{1}{B}{R},3,Creature — Human Assassin,"Menace
{2}, Sacrifice another creature or enchantment: Put a +1/+1 counter on Sawblade Skinripper.
At the beginning of your end step, if you sacrificed one or more permanents this turn, Sawblade Skinripper deals that much damage to any target.",3,2,"['B', 'R']","['B', 'R']",['Menace'],dsk,uncommon
Say Its Name,{1}{G},2,Sorcery,"Mill three cards. Then you may return a creature or land card from your graveyard to your hand.
Exile this card and two other cards named Say Its Name from your graveyard: Search your graveyard, hand, and/or library for a card named Altanak, the Thrice-Called and put it onto the battlefield. If you search your library this way, shuffle. Activate only as a sorcery.",n/a,n/a,['G'],['G'],['Mill'],dsk,common
Scorching Dragonfire,{1}{R},2,Instant,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",n/a,n/a,['R'],['R'],[],dsk,common
Scrabbling Skullcrab,{U},1,Creature — Crab Skeleton,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, target player mills two cards. (They put the top two cards of their library into their graveyard.)",0,3,['U'],['U'],"['Mill', 'Eerie']",dsk,uncommon
Screaming Nemesis,{2}{R},3,Creature — Spirit,"Haste
Whenever Screaming Nemesis is dealt damage, it deals that much damage to any other target. If a player is dealt damage this way, they can't gain life for the rest of the game.",3,3,['R'],['R'],['Haste'],dsk,mythic
Seized from Slumber,{4}{W},5,Instant,"This spell costs {3} less to cast if it targets a tapped creature.
Destroy target creature.",n/a,n/a,['W'],['W'],[],dsk,common
Shardmage's Rescue,{W},1,Enchantment — Aura,"Flash
Enchant creature you control
As long as Shardmage's Rescue entered this turn, enchanted creature has hexproof.
Enchanted creature gets +1/+1.",n/a,n/a,['W'],['W'],"['Enchant', 'Flash']",dsk,uncommon
Sheltered by Ghosts,{1}{W},2,Enchantment — Aura,"Enchant creature you control
When Sheltered by Ghosts enters, exile target nonland permanent an opponent controls until Sheltered by Ghosts leaves the battlefield.
Enchanted creature gets +1/+0 and has lifelink and ward {2}.",n/a,n/a,['W'],['W'],['Enchant'],dsk,uncommon
Shepherding Spirits,{4}{W}{W},6,Creature — Spirit,"Flying
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",4,5,['W'],['W'],"['Flying', 'Plainscycling', 'Landcycling', 'Typecycling', 'Cycling']",dsk,common
Shrewd Storyteller,{1}{G}{W},3,Creature — Human Survivor,"Survival — At the beginning of your second main phase, if Shrewd Storyteller is tapped, put a +1/+1 counter on target creature.",3,3,"['G', 'W']","['G', 'W']",['Survival'],dsk,uncommon
Shroudstomper,{3}{W}{W}{B}{B},7,Creature — Elemental,"Deathtouch
Whenever Shroudstomper enters or attacks, each opponent loses 2 life. You gain 2 life and draw a card.",5,5,"['B', 'W']","['B', 'W']",['Deathtouch'],dsk,uncommon
Silent Hallcreeper,{1}{U},2,Enchantment Creature — Horror,"Silent Hallcreeper can't be blocked.
Whenever Silent Hallcreeper deals combat damage to a player, choose one that hasn't been chosen —
• Put two +1/+1 counters on Silent Hallcreeper.
• Draw a card.
• Silent Hallcreeper becomes a copy of another target creature you control.",1,1,['U'],['U'],[],dsk,rare
Skullsnap Nuisance,{U}{B},2,Creature — Insect Skeleton,"Flying
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,4,"['B', 'U']","['B', 'U']","['Flying', 'Surveil', 'Eerie']",dsk,uncommon
Slavering Branchsnapper,{4}{G}{G},6,Creature — Lizard,"Trample
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",7,6,['G'],['G'],"['Landcycling', 'Trample', 'Forestcycling', 'Typecycling', 'Cycling']",dsk,common
Smoky Lounge // Misty Salon,{2}{R} // {3}{U},7,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,"['R', 'U']","['R', 'U']",[],dsk,uncommon
Spectral Snatcher,{4}{B}{B},6,Creature — Spirit,"Ward—Discard a card. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player discards a card.)
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",6,5,['B'],['B'],"['Landcycling', 'Ward', 'Typecycling', 'Cycling', 'Swampcycling']",dsk,common
Spineseeker Centipede,{2}{G},3,Creature — Insect,"When Spineseeker Centipede enters, search your library for a basic land card, reveal it, put it into your hand, then shuffle.
Delirium — Spineseeker Centipede gets +1/+2 and has vigilance as long as there are four or more card types among cards in your graveyard.",2,1,['G'],['G'],['Delirium'],dsk,common
Splitskin Doll,{1}{W},2,Artifact Creature — Toy,"When Splitskin Doll enters, draw a card. Then discard a card unless you control another creature with power 2 or less.",2,1,['W'],['W'],[],dsk,uncommon
Split Up,{1}{W}{W},3,Sorcery,"Choose one —
• Destroy all tapped creatures.
• Destroy all untapped creatures.",n/a,n/a,['W'],['W'],[],dsk,rare
Sporogenic Infection,{1}{B},2,Enchantment — Aura,"Enchant creature
When Sporogenic Infection enters, target player sacrifices a creature other than enchanted creature.
When enchanted creature is dealt damage, destroy it.",n/a,n/a,['B'],['B'],['Enchant'],dsk,uncommon
Stalked Researcher,{1}{U},2,Creature — Human Wizard,"Defender
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, Stalked Researcher can attack this turn as though it didn't have defender.",3,3,['U'],['U'],"['Defender', 'Eerie']",dsk,common
"Stay Hidden, Stay Silent",{1}{U},2,Enchantment — Aura,"Enchant creature
When Stay Hidden, Stay Silent enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
{4}{U}{U}: Shuffle enchanted creature into its owner's library, then manifest dread. Activate only as a sorcery.",n/a,n/a,['U'],['U'],"['Manifest', 'Enchant', 'Manifest dread']",dsk,uncommon
Strangled Cemetery,,0,Land,"Strangled Cemetery enters tapped unless a player has 13 or less life.
{T}: Add {B} or {G}.",n/a,n/a,[],"['B', 'G']",[],dsk,common
Surgical Suite // Hospital Room,{1}{W} // {3}{W},6,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['W'],['W'],[],dsk,uncommon
Swamp,,0,Basic Land — Swamp,({T}: Add {B}.),n/a,n/a,[],['B'],[],dsk,common
Terramorphic Expanse,,0,Land,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",n/a,n/a,[],[],[],dsk,common
The Jolly Balloon Man,{1}{R}{W},3,Legendary Creature — Human Clown,"Haste
{1}, {T}: Create a token that's a copy of another target creature you control, except it's a 1/1 red Balloon creature in addition to its other colors and types and it has flying and haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.",1,4,"['R', 'W']","['R', 'W']",['Haste'],dsk,rare
The Mindskinner,{U}{U}{U},3,Legendary Enchantment Creature — Nightmare,"The Mindskinner can't be blocked.
If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards.",10,1,['U'],['U'],['Mill'],dsk,rare
The Rollercrusher Ride,{X}{2}{R},3,Legendary Enchantment,"Delirium — If a source you control would deal noncombat damage to a permanent or player while there are four or more card types among cards in your graveyard, it deals double that damage instead.
When The Rollercrusher Ride enters, it deals X damage to each of up to X target creatures.",n/a,n/a,['R'],['R'],['Delirium'],dsk,mythic
